x,vx,z,vz,az,theta
0.0,1.0,5.0,-1.0,10.0,0.100167421162,
0.1,1.05,4.9,-0.985012562893,9.43873647315,0.0369314070191,
0.205,1.03235064609,4.80149874371,-1.02208227456,9.66566208467,0.0425903922151,
0.308235064609,1.02188710349,4.69929051625,-1.03595093536,9.7940370075,0.0470029070719,
0.410423774958,1.01681061903,4.59569542271,-1.03690989949,9.84755645052,0.0499929774235,
0.512104836861,1.01518044469,4.49200443277,-1.03264639474,9.85637985756,0.0517630340418,
0.613622881331,1.01541824947,4.38873979329,-1.02767564914,9.84547285977,0.0526409820696,
0.715164706276,1.01645094071,4.28597222838,-1.0239386614,9.83070011059,0.0529447332832,
0.816809800347,1.01765246467,4.18357836224,-1.02176739642,9.81962410105,0.052924117147,
0.918575046815,1.0187150799,4.0814016226,-1.02074453387,9.81385149917,0.0527517146302,
1.0204465548,1.0195250679,3.97932716921,-1.02030964783,9.81213190459,0.0525378088986,
1.12239906159,1.02007589623,3.87729620443,-1.02004413479,9.81205505359,0.0523428846069,
1.22440665122,1.02040778527,3.77529179095,-1.01978157989,9.81180736073,0.0521937518139,
1.32644742974,1.02057565475,3.67331363296,-1.0195413686,9.81052479396,0.0520956203093,
1.42850499522,1.02063229237,3.5713594961,-1.0194290256,9.8083002538,0.0520391878471,
1.53056822446,1.02061923749,3.46941659354,-1.01953819801,9.80586786294,0.0520121393161,
1.6326301482,1.02056769924,3.36746277374,-1.01988671788,9.8041675829,0.0520005424369,
1.73468691813,1.02049854583,3.26547410195,-1.02039747705,9.80391573483,0.0519976015075,
1.83673677271,1.02042865865,3.16343435425,-1.02092302236,9.80529629915,0.0520031646528,
1.93877963858,1.02037488404,3.06134205201,-1.02130046879,9.80801269565,0.0520150527598,
2.04081712698,1.02034956127,2.95921200513,-1.0213996996,9.81125775164,0.0520344261551,
2.14285208311,1.02036136089,2.85707203517,-1.02117386847,9.81393125068,0.0520572922747,
2.2448882192,1.02040888909,2.75495464833,-1.0206867344,9.81515636522,0.0520813265621,
2.34692910811,1.02048397456,2.65288597488,-1.02008822551,9.81434269892,0.0520970185301,
2.44897750557,1.02056644844,2.55087715233,-1.01958374463,9.81169148277,0.05210080809,
2.55103415041,1.02063470423,2.44891877787,-1.01935430859,9.80794821722,0.0520864792996,
2.65309762083,1.02066601839,2.34698334701,-1.01950254816,9.80440480926,0.0520487924962,
2.75516422267,1.02064042065,2.24503309219,-1.01999976049,9.80241370345,0.0519805201234,
2.85722826474,1.0205389135,2.14303311615,-1.02068239037,9.80277960109,0.0518656939995,
2.95928215608,1.02033197333,2.0409648771,-1.02130898522,9.80555380465,0.0516924078602,
3.06131535342,1.01998007209,1.93883397858,-1.02163720639,9.80981020178,0.0514495868705,
3.16331336063,1.01942987181,1.83667025795,-1.02152151331,9.81393453054,0.0511488988638,
3.26525634781,1.01863368881,1.73451810662,-1.02098111574,9.81639185938,0.050846593379,
3.36711971669,1.01759351205,1.63241999504,-1.02019098695,9.81659100623,0.0506655902745,
3.46887906789,1.01642890153,1.53040089635,-1.01938775697,9.81577227596,0.0508246353203,
3.57052195805,1.01547428643,1.42846212065,-1.01869027873,9.81682951983,0.051644161063,
3.67206938669,1.01537623134,1.32659309278,-1.01794236279,9.82293153747,0.0535321525662,
3.77360700982,1.01716657764,1.2247988565,-1.01669749922,9.83444926524,0.0569200593024,
3.87532366759,1.02225577335,1.12312910658,-1.01451132019,9.84481830631,0.0621177731809,
3.97754924492,1.03225748436,1.02167797456,-1.01163802195,9.83678687153,0.0690709920925,
4.08077499336,1.04853426178,0.920514172363,-1.01007210972,9.78152981752,0.0769659707017,
4.18562841954,1.07131773608,0.819506961391,-1.01461342772,9.64427708356,0.0837484381466,
4.29276019314,1.09842677723,0.718045618619,-1.03327362553,9.40306890396,0.0856320144137,
4.40260287087,1.1239274381,0.614718256066,-1.07574671677,9.0944839871,0.076911180946,
4.51499561467,1.13760887713,0.507143584388,-1.14747190153,9.16559806298,0.0502357163259,
4.62875650238,1.12675310603,0.392396394236,-1.16971865129,9.28457371846,-0.00401214751776,
4.74143181298,1.06669033898,0.275424529106,-1.13447154339,9.93970198447,-0.0961193752697,
4.84810084688,0.917963038769,0.161977374768,-0.988626560579,11.7052390332,-0.233672073456,
4.93989715075,0.601028492368,0.0631147187097,-0.631147187098,14.6464867948,-0.40045662965,
5.0,0.0,0.0,0.0,0.0,0.0,
